word,common,prefix,distinct
imitation,3056,996,-1
immature,2479,-1,1507
immerse,4902,-1,2597
immersion,3057,-1,-1
imminent,2447,-1,1489
immobile,4944,-1,-1
immodest,6586,-1,3300
immorally,7206,-1,-1
immortal,2174,-1,1357
immovable,5386,-1,-1
immovably,7499,-1,3637
immunity,1831,761,1176
immunize,6880,-1,-1
impaired,2419,-1,1473
impale,6665,-1,-1
impart,4376,-1,2362
impatient,2797,-1,-1
impeach,4338,-1,2347
impeding,5320,-1,-1
impending,2854,-1,-1
imperfect,3119,-1,-1
imperial,1206,-1,-1
impish,6769,-1,3365
implant,3027,-1,-1
implement,1223,-1,858
implicate,5218,-1,-1
implicit,3120,-1,-1
implode,5645,-1,-1
implosion,5293,-1,-1
implosive,7374,-1,-1
imply,2023,-1,1281
impolite,5885,-1,-1
important,79,74,69
importer,4407,-1,-1
impose,1808,-1,-1
imposing,2282,-1,1407
impotence,4840,-1,2574
impotency,7010,-1,-1
impotent,4546,-1,-1
impound,6251,-1,3164
imprecise,5707,-1,-1
imprint,3360,-1,-1
imprison,5127,-1,-1
impromptu,3986,-1,2193
improper,2713,-1,-1
improve,440,-1,362
improving,960,-1,-1
improvise,4619,-1,-1
imprudent,6454,-1,3240
impulse,2308,-1,-1
impulsive,3701,-1,2078
impure,4870,-1,-1
impurity,5663,-1,-1
iodine,3987,1118,2194
iodize,7672,-1,-1
ion,1328,645,-1
ipad,1426,667,968
iphone,874,502,646
ipod,2398,885,-1
irate,5387,1276,2782
irk,6411,1340,-1
iron,493,343,398
irregular,2373,879,-1
irrigate,5986,-1,-1
irritable,4377,-1,2363
irritably,7179,-1,-1
irritant,5646,-1,2890
irritate,4408,-1,-1
islamic,857,496,634
islamist,3318,-1,-1
isolated,1156,595,816
isolating,3844,-1,-1
isolation,1584,-1,1050
isotope,4129,-1,2256
issue,146,129,123
issuing,2203,-1,-1
italicize,7292,-1,-1
italics,4174,1135,2275
item,680,432,538
itinerary,3845,1102,2143
itunes,1735,740,1127
ivory,1978,795,1263
ivy,2024,805,-1
jab,3461,1064,1964
jackal,5128,-1,2684
jacket,1033,554,749
jackknife,7017,-1,3460
jackpot,2955,-1,-1
jailbird,6959,-1,3444
jailbreak,4586,1181,2456
jailer,5912,-1,3015
jailhouse,5852,-1,2992
jalapeno,6035,1321,3068
jam,1296,636,897
janitor,3957,-1,-1
january,214,180,178
jargon,3801,1099,2122
jarring,4587,-1,2457
jasmine,2618,927,-1
jaundice,5613,1292,-1
jaunt,5938,-1,-1
java,1623,720,1071
jawed,6051,-1,3079
jawless,7334,-1,3585
jawline,5886,-1,3006
jaws,2762,946,1651
jaybird,7036,1361,-1
jaywalker,7337,-1,3587
jazz,1052,561,758
jeep,2309,867,-1
jeeringly,7673,-1,3683
jellied,6988,-1,3451
jelly,2175,837,1358
jersey,572,384,461
jester,4841,1212,2575
jet,1088,571,777
jiffy,5822,1309,2973
jigsaw,4130,1129,2257
jimmy,858,497,635
jingle,3919,1112,-1
jingling,6615,-1,-1
jinx,4175,-1,2276
jitters,5249,1261,2727
jittery,5708,-1,-1
job,65,63,57
jockey,2731,941,1638
jockstrap,6807,-1,3379
jogger,5736,-1,2928
jogging,3361,1047,1921
john,99,91,86
joining,810,476,608
jokester,6927,-1,-1
jokingly,4026,1120,2209
jolliness,7674,-1,-1
jolly,2732,942,-1
jolt,4620,-1,2477
jot,5162,1251,-1
jovial,5521,1285,2844
joyfully,5614,-1,2875
joylessly,7582,-1,3656
joyous,3527,1073,1995
joyride,6104,-1,3107
joystick,5129,-1,2685
jubilance,7569,-1,-1
jubilant,5853,1312,2993
judge,301,238,254
judgingly,7675,-1,3684
judicial,1346,-1,928
judiciary,1956,-1,-1
judo,3768,-1,2107
juggle,4621,-1,2478
juggling,3846,1103,-1
jugular,5388,-1,2783
juice,978,537,-1
juiciness,7223,-1,3539
juicy,2374,-1,1453
jujitsu,6631,1352,3315
jukebox,4622,1186,2479
july,168,145,142
jumble,5294,-1,-1
jumbo,3362,-1,1922
jump,543,372,440
junction,1757,-1,-1
juncture,4588,-1,2458
june,151,134,127
junior,784,-1,597
juniper,4131,-1,-1
junkie,3702,-1,-1
junkman,7258,-1,3558
junkyard,5491,-1,2830
jurist,5647,-1,2891
juror,4212,-1,2291
jury,785,467,-1
justice,286,229,239
justifier,7500,-1,-1
justify,1347,-1,929
justly,5219,-1,-1
justness,7363,-1,-1
juvenile,1899,784,1221
kabob,7083,1362,3486
kangaroo,2956,979,1740
karaoke,3184,-1,-1
karate,2798,-1,1667
karma,1900,785,1222
kebab,4589,1182,2459
keenly,4409,-1,2375
keenness,6725,-1,-1
keep,43,42,37
keg,4448,1164,2394
kelp,5130,1248,-1
kennel,4093,1124,2238
kept,272,222,-1
kerchief,6808,-1,-1
kerosene,4623,1187,2480
kettle,2829,962,-1
kick,509,355,411
kiln,4301,-1,2323
kilobyte,7274,-1,3565
kilogram,4660,-1,2495
kilometer,3988,1119,2195
kilowatt,5321,-1,2760
kilt,5091,-1,-1
kimono,4871,1217,2586
kindle,2078,-1,-1
kindling,5965,-1,3038
kindly,1624,-1,1072
kindness,1625,-1,1073
kindred,4132,-1,2258
kinetic,3144,-1,1827
kinfolk,6837,-1,3391
king,169,146,-1
kinship,4213,-1,2292
kinsman,5709,-1,2916
kinswoman,7364,-1,-1
kissable,7037,-1,-1
kisser,5648,-1,2892
kissing,1692,732,1108
kitchen,583,386,469
kite,2799,-1,-1
kitten,2533,-1,-1
kitty,1673,-1,1098
kiwi,3528,1074,1996
kleenex,5664,1297,2897
knapsack,6348,1333,3203
knee,1019,550,-1
knelt,5322,-1,2761
knickers,4872,1218,2587
knoll,5029,1235,2643
koala,4547,1178,2438
kooky,5987,1316,3048
kosher,3735,1092,2091
krypton,5424,1281,2801
kudos,3121,1011,1816
kung,2714,939,-1
labored,4817,-1,-1
laborer,5065,-1,-1
laboring,5966,-1,-1
laborious,5323,-1,-1
labrador,3613,1084,2036
ladder,1561,-1,1036
ladies,596,393,480
ladle,5760,-1,-1
ladybug,5737,-1,2929
ladylike,6267,-1,-1
lagged,4769,-1,2545
lagging,3920,-1,-1
lagoon,3185,1020,1844
lair,3847,1104,2144
lake,411,294,-1
lance,1758,-1,-1
landed,1157,-1,817
landfall,4449,-1,-1
landfill,3462,-1,1965
landing,917,-1,674
landlady,5030,-1,-1
landless,6105,-1,3108
landline,4661,-1,-1
landlord,1878,-1,1206
landmark,1879,-1,1207
landmass,6079,-1,-1
landmine,6204,-1,-1
landowner,4302,-1,2324
landscape,979,-1,716
landside,7207,-1,-1
landslide,3058,-1,1787
language,208,175,173
lankiness,7676,-1,-1
lanky,5547,-1,-1
lantern,2619,-1,1579
lapdog,6587,-1,3301
lapel,5425,-1,2802
lapped,5586,-1,-1
lapping,5220,-1,-1
laptop,1171,603,824
lard,4770,-1,-1
large,95,89,83
lark,4176,-1,-1
lash,3363,-1,-1
lasso,5522,-1,-1
last,24,24,23
latch,3491,-1,-1
late,116,105,-1
lather,5587,-1,-1
latitude,2733,-1,-1
latrine,6162,-1,-1
latter,697,-1,-1
latticed,7169,-1,3517
launch,544,373,441
launder,5523,-1,-1
laundry,1505,-1,1011
laurel,2566,-1,1549
lavender,3145,1013,1828
lavish,3218,-1,1855
laxative,5761,1304,2940
lazily,5665,-1,2898
laziness,4069,-1,-1
lazy,1158,596,-1
lecturer,2310,868,1424
left,45,44,39
legacy,961,-1,703
legal,222,186,186
legend,859,-1,636
legged,2957,-1,-1
leggings,3667,-1,2062
legible,5324,-1,-1
legibly,7084,-1,3487
legislate,4662,-1,2496
lego,2025,-1,1282
legroom,6429,-1,-1
legume,5967,-1,3039
legwarmer,7677,-1,3685
legwork,6163,-1,3135
lemon,1427,668,969
lend,1809,-1,-1
length,461,323,376
lens,1297,-1,898
lent,2233,-1,-1
leotard,6080,1324,3094
lesser,1367,655,939
letdown,5795,-1,2954
lethargic,5389,-1,2784
lethargy,5666,-1,-1
letter,302,239,255
lettuce,2763,-1,-1
level,86,81,76
leverage,1901,-1,-1
levers,4303,-1,-1
levitate,6131,-1,3120
levitator,7596,-1,-1
liability,1311,641,-1
liable,1880,-1,-1
liberty,1010,-1,737
librarian,2675,-1,-1
library,381,283,319
licking,2923,975,-1
licorice,5188,-1,2706
lid,2079,817,-1
life,21,21,20
lifter,5615,-1,-1
lifting,1506,-1,-1
liftoff,5710,-1,2917
ligament,3492,1066,1978
likely,155,137,131
likeness,3493,-1,1979
likewise,1544,-1,1026
liking,1647,-1,-1
lilac,4304,-1,2325
lilly,2830,-1,-1
lily,1736,741,-1
limb,2375,-1,1454
limeade,7254,-1,3556
limelight,4305,-1,2326
limes,5189,-1,2707
limit,537,369,434
limping,4842,-1,-1
limpness,7577,-1,-1
line,67,65,-1
lingo,4663,-1,-1
linguini,7089,-1,-1
linguist,5131,-1,2686
lining,1902,-1,-1
linked,725,-1,563
linoleum,5913,-1,3016
linseed,6372,-1,-1
lint,4731,-1,2527
lion,1143,590,-1
lip,1368,656,-1
liquefy,6726,-1,-1
liqueur,5295,-1,-1
liquid,937,526,688
lisp,4699,-1,-1
list,129,116,-1
litigate,6311,-1,-1
litigator,6469,-1,3247
litmus,5426,-1,2803
litter,2342,-1,-1
little,33,33,31
livable,5325,-1,2762
lived,363,-1,306
lively,1957,-1,-1
liver,1273,-1,-1
livestock,2026,-1,1283
lividly,7678,-1,-1
living,124,112,107
lizard,2567,918,-1
lubricant,4517,1173,2425
lubricate,6312,-1,-1
lucid,3703,-1,2079
luckily,1810,756,1164
luckiness,7679,-1,-1
luckless,6713,-1,3345
lucrative,2764,-1,1652
ludicrous,3494,1067,1980
lugged,6794,1357,-1
lukewarm,4378,1153,2364
lullaby,4410,1157,2376
lumber,2676,933,-1
luminance,6081,-1,3095
luminous,3802,-1,-1
lumpiness,7501,-1,-1
lumping,6455,-1,3241
lumpish,7680,-1,-1
lunacy,5004,-1,2634
lunar,2176,-1,1359
lunchbox,5588,-1,-1
luncheon,3581,-1,2021
lunchroom,6616,-1,3308
lunchtime,3529,-1,1997
lung,1428,669,970
lurch,5351,-1,2767
lure,2448,890,-1
luridness,7681,-1,-1
lurk,4339,-1,2348
lushly,7131,-1,3504
lushness,7275,-1,3566
luster,4843,1213,-1
lustfully,7320,-1,3580
lustily,7066,-1,-1
lustiness,7682,-1,-1
lustrous,5762,-1,2941
lusty,5326,-1,-1
luxurious,2800,-1,1668
luxury,994,541,726
lying,565,379,-1
lyrically,5296,-1,2750
lyricism,5854,-1,-1
lyricist,5221,-1,-1
lyrics,995,542,727
macarena,6296,-1,-1
macaroni,4306,-1,2327
macaw,6487,-1,3258
mace,3530,-1,-1
machine,346,265,293
machinist,5492,-1,-1
magazine,494,344,399
magenta,4624,-1,-1
maggot,5390,-1,2785
magical,1190,-1,837
magician,2855,-1,-1
magma,3989,-1,-1
magnesium,2993,-1,1761
magnetic,1298,-1,899
magnetism,4590,-1,-1
magnetize,7101,-1,-1
magnifier,6588,-1,-1
magnify,5427,-1,2804
magnitude,1626,-1,1074
magnolia,3921,-1,2170
mahogany,3648,1087,2052
maimed,5297,1268,-1
majestic,2734,-1,-1
majesty,1520,-1,1019
majorette,7208,-1,3530
majority,316,246,267
makeover,3059,-1,-1
maker,1172,-1,825
makeshift,4027,-1,2210
making,58,56,50
malformed,6373,-1,3215
malt,3250,1031,-1
mama,1159,597,818
mammal,3582,-1,-1
mammary,5855,-1,2994
mammogram,6205,-1,3146
manager,287,-1,240
managing,918,-1,675
manatee,5524,-1,2845
mandarin,2890,-1,-1
mandate,1693,-1,-1
mandatory,1369,-1,940
mandolin,5391,-1,-1
manger,4732,-1,-1
mangle,6385,-1,-1
mango,2765,-1,-1
mangy,6838,-1,-1
manhandle,6952,-1,-1
manhole,5493,-1,2831
manhood,4094,-1,2239
manhunt,4591,-1,2460
manicotti,7425,-1,3609
manicure,4733,-1,2528
manifesto,2507,-1,1526
manila,1903,-1,1223
mankind,1904,-1,-1
manlike,7453,-1,-1
manliness,6106,-1,3109
manly,2480,-1,-1
manmade,5589,-1,-1
manned,3060,-1,-1
mannish,6846,-1,-1
manor,2080,-1,1307
manpower,3088,-1,-1
mantis,4307,-1,2328
mantra,2958,-1,1741
manual,1034,-1,750
many,18,18,18
map,472,332,383
marathon,1312,-1,908
marauding,6082,-1,3096
marbled,5763,-1,-1
marbles,3990,-1,2196
marbling,6742,-1,-1
march,135,120,115
mardi,4177,-1,2277
margarine,5250,-1,-1
margarita,3614,-1,2037
margin,1114,-1,790
marigold,5494,-1,2832
marina,1996,-1,-1
marine,733,-1,-1
marital,2677,-1,-1
maritime,1709,-1,1111
marlin,4664,-1,-1
marmalade,5066,-1,2662
maroon,3463,-1,1966
married,251,-1,212
marrow,2856,-1,-1
marry,919,-1,-1
marshland,6470,-1,-1
marshy,5796,-1,2955
marsupial,6349,-1,3204
marvelous,2857,-1,1696
marxism,3464,-1,1967
mascot,2593,-1,1566
masculine,2343,-1,-1
mashed,3319,-1,-1
mashing,6189,-1,-1
massager,6286,-1,-1
masses,1759,-1,-1
massive,510,356,412
mastiff,5988,-1,3049
matador,5428,-1,2805
matchbook,6938,-1,-1
matchbox,5738,-1,2930
matcher,7213,-1,-1
matching,1429,-1,-1
matchless,6287,-1,3178
material,303,-1,256
maternal,2177,-1,-1
maternity,2481,-1,-1
math,840,-1,-1
mating,2959,-1,-1
matriarch,5616,-1,-1
matrimony,4975,-1,-1
matrix,1486,-1,1002
matron,4665,-1,-1
matted,5495,-1,-1
matter,100,92,87
maturely,6785,-1,-1
maturing,4257,-1,2308
maturity,1927,-1,-1
mauve,5617,1293,2876
maverick,3531,1075,1998
maximize,2568,-1,1550
maximum,647,413,511
maybe,77,72,67
mayday,5005,-1,-1
mayflower,5251,-1,2728
moaner,7349,-1,-1
moaning,3186,1021,-1
mobile,390,287,322
mobility,1521,-1,-1
mobilize,4028,-1,-1
mobster,5252,-1,-1
mocha,4771,1200,2546
mocker,7276,-1,-1
mockup,6036,-1,3069
modified,1160,598,819
modify,2126,-1,1338
modular,2924,-1,-1
modulator,5548,-1,2853
module,1881,-1,1208
moisten,6617,-1,-1
moistness,7311,-1,-1
moisture,1854,770,1191
molar,4734,-1,2529
molasses,4700,-1,2510
mold,2178,-1,1360
molecular,1409,665,962
molecule,2449,-1,-1
molehill,6915,-1,3424
mollusk,6567,-1,3290
mom,190,161,157
monastery,2508,-1,1527
monday,434,309,357
monetary,1430,-1,971
monetize,5298,-1,2751
moneybags,6847,-1,3394
moneyless,7350,-1,3590
moneywise,7426,-1,3610
mongoose,5739,-1,2931
mongrel,5797,-1,2956
monitor,962,-1,-1
monkhood,7464,-1,-1
monogamy,5496,-1,-1
monogram,4625,-1,2481
monologue,3704,-1,2080
monopoly,1997,-1,1275
monorail,5667,-1,-1
monotone,5429,-1,-1
monotype,6514,-1,3270
monoxide,3705,-1,2081
monsieur,3320,-1,1903
monsoon,3532,-1,1999
monstrous,3251,-1,1871
monthly,775,-1,591
monument,1855,-1,-1
moocher,7109,-1,3496
moodiness,6916,-1,3425
moody,2376,880,1455
mooing,7120,-1,-1
moonbeam,6666,-1,3331
mooned,7148,-1,-1
moonlight,2620,-1,1580
moonlike,7683,-1,-1
moonlit,5856,-1,-1
moonrise,6412,-1,3223
moonscape,7312,-1,3576
moonshine,4945,-1,2614
moonstone,5887,-1,-1
moonwalk,6530,-1,3274
mop,3321,1042,1904
morale,2482,-1,1508
morality,1958,-1,-1
morally,2569,-1,-1
morbidity,4873,-1,2588
morbidly,5989,-1,-1
morphine,3390,-1,1933
morphing,5668,-1,-1
morse,2891,-1,-1
mortality,1856,771,1192
mortally,5497,-1,-1
mortician,6695,-1,3339
mortified,4818,-1,-1
mortify,7139,-1,-1
mortuary,4548,-1,-1
mosaic,2715,-1,1630
mossy,5823,-1,2974
most,10,10,10
mothball,7115,-1,-1
mothproof,7684,-1,3686
motion,659,421,521
motivate,2651,-1,1600
motivator,5031,-1,-1
motive,1760,-1,-1
motocross,5525,-1,2846
motor,734,-1,568
motto,2311,-1,-1
mountable,7038,-1,-1
mountain,499,-1,403
mounted,1126,-1,799
mounting,1959,-1,-1
mourner,6618,-1,-1
mournful,5549,-1,2854
mouse,1053,-1,759
mousiness,7685,-1,-1
moustache,3803,-1,2123
mousy,6939,-1,-1
mouth,412,295,341
movable,4133,-1,-1
move,113,103,98
movie,174,-1,-1
moving,257,-1,216
mower,4340,1150,-1
mowing,4379,-1,-1
much,11,11,11
muck,4258,-1,-1
mud,1370,657,941
mug,2344,874,1441
mulberry,4134,-1,2259
mulch,5032,-1,-1
mule,3146,-1,-1
mulled,6107,-1,3110
mullets,6760,-1,-1
multiple,333,258,281
multiply,2960,-1,-1
multitask,6190,-1,3142
multitude,2678,-1,1609
mumble,5006,-1,-1
mumbling,5132,-1,-1
mumbo,6016,-1,-1
mummified,5939,-1,3024
mummify,7399,-1,-1
mummy,2735,943,1639
mumps,5299,-1,2752
munchkin,5669,-1,2899
mundane,3187,-1,1845
municipal,1161,599,820
muppet,4411,1158,-1
mural,2994,985,-1
murkiness,7368,-1,3598
murky,4259,-1,2309
murmuring,5458,-1,2818
muscular,2450,-1,1490
museum,527,-1,425
mushily,7686,-1,-1
mushiness,7555,-1,-1
mushroom,2570,-1,1551
mushy,4903,-1,-1
music,60,58,52
musket,5033,-1,2644
muskiness,7687,-1,-1
musky,6313,-1,-1
mustang,2716,-1,1631
mustard,2399,-1,1466
muster,3219,-1,-1
mustiness,7495,-1,-1
musty,5253,-1,2729
mutable,6350,-1,-1
mutate,5857,-1,-1
mutation,2534,-1,-1
mute,2483,-1,1509
mutilated,4095,-1,2240
mutilator,7387,-1,-1
mutiny,3706,-1,-1
mutt,4946,-1,-1
mutual,1127,583,800
muzzle,3583,1079,-1
myself,122,110,105
myspace,3584,-1,2022
mystified,5914,-1,-1
mystify,7039,-1,3466
myth,1466,679,991
nacho,4626,1188,2482
nag,4029,1121,2211
nail,1207,611,848
name,48,47,-1
naming,1905,-1,-1
nanny,2679,934,1610
nanometer,6386,-1,-1
nape,5824,-1,-1
napkin,4096,1125,2241
napped,6531,-1,-1
napping,4627,-1,-1
nappy,5092,-1,-1
narrow,938,527,689
nastily,7277,-1,-1
nastiness,5990,1317,-1
national,63,61,55
native,545,-1,-1
nativity,4030,-1,-1
natural,201,-1,167
nature,280,-1,-1
naturist,6499,-1,3263
nautical,2995,986,-1
navigate,2420,-1,1474
navigator,3649,-1,-1
navy,681,433,539
nearby,711,-1,560
nearest,1410,-1,-1
nearly,273,223,-1
nearness,6632,-1,-1
neatly,2996,-1,1762
neatness,6714,-1,-1
nebula,3848,1105,2145
nebulizer,6940,-1,3435
nectar,3769,1096,2108
negate,4772,-1,-1
negation,5222,-1,-1
negative,441,311,363
neglector,7688,-1,-1
negligee,7067,-1,-1
negligent,3533,-1,2000
negotiate,1648,-1,1085
nemeses,7190,-1,-1
nemesis,3495,1068,1981
neon,2535,907,1535
nephew,1600,714,1057
nerd,2484,-1,1510
nervous,892,509,-1
nervy,6619,-1,3309
nest,1487,687,-1
net,473,333,-1
neurology,3849,-1,2146
neuron,4097,-1,-1
neurosis,6017,-1,-1
neurotic,4412,-1,2377
neuter,5093,-1,-1
neutron,3147,1014,1829
never,19,19,19
next,39,38,33
nibble,5190,1254,-1
nickname,1832,762,1177
nicotine,2892,-1,1708
niece,2057,811,1293
nifty,4070,1123,2226
nimble,4450,1165,2395
nimbly,6667,-1,-1
nineteen,2680,-1,-1
ninetieth,7198,-1,3527
ninja,1928,-1,1237
nintendo,1467,680,992
ninth,1488,-1,1003
nuclear,500,348,-1
nuclei,3991,-1,-1
nucleus,2681,-1,1611
nugget,4098,1126,-1
nullify,5191,1255,2708
number,46,45,40
numbing,5034,-1,2645
numbly,7380,-1,3602
numbness,5067,-1,2663
numeral,5430,-1,-1
numerate,7369,-1,3599
numerator,6547,-1,-1
numeric,4666,-1,-1
numerous,584,-1,470
nuptials,6083,1325,3097
nursery,1882,-1,1209
nursing,1035,555,-1
nurture,3585,-1,2023
nutcase,6268,-1,3171
nutlike,7689,-1,3687
nutmeg,4549,-1,2439
nutrient,2925,976,1723
nutshell,3188,-1,-1
nuttiness,7068,-1,3478
nutty,3992,-1,2197
nuzzle,6620,1349,-1
nylon,3220,1026,1856
oaf,6621,1350,3310
oak,1274,626,882
oasis,2766,947,-1
oat,5035,1236,-1
obedience,2961,980,1742
obedient,3993,-1,-1
obituary,3252,1032,1872
object,698,438,-1
obligate,6018,-1,-1
obliged,2179,838,1361
oblivion,3558,-1,2011
oblivious,3586,-1,-1
oblong,4947,-1,-1
obnoxious,3364,1048,-1
oboe,5670,1298,-1
obscure,1979,-1,1264
obscurity,3958,-1,-1
observant,4518,-1,-1
observer,1833,-1,1178
observing,2234,-1,1388
obsessed,1468,681,993
obsession,1857,-1,-1
obsessive,3189,-1,-1
obsolete,2509,-1,-1
obstacle,2312,-1,1425
obstinate,5550,-1,2855
obstruct,4380,-1,-1
obtain,920,517,676
obtrusive,6532,-1,-1
obtuse,4550,-1,2440
obvious,608,396,488
occultist,6600,-1,-1
occupancy,3427,-1,-1
occupant,4308,-1,2329
occupier,5991,-1,3050
occupy,1787,752,1152
ocean,538,370,435
ocelot,6471,-1,3248
octagon,5007,-1,-1
octane,4413,-1,2378
october,202,170,168
octopus,3089,-1,1802
ogle,5671,1299,-1
oil,209,176,174
oink,6533,-1,3275
ointment,4773,1201,2547
okay,243,202,205
old,34,34,-1
olive,1443,672,-1
olympics,841,488,625
omega,2152,832,1348
omen,4260,-1,-1
ominous,3292,1037,1889
omission,3615,-1,-1
omit,4451,-1,-1
omnivore,6645,1353,3321
onboard,2801,953,1669
oncoming,4452,1166,-1
ongoing,1036,556,-1
onion,1883,777,-1
online,160,-1,135
onlooker,6515,-1,3271
only,5,5,5
onscreen,4774,-1,-1
onset,2313,869,1426
onshore,4775,-1,2548
onslaught,3959,-1,2181
onstage,3061,-1,1788
onto,462,324,377
onward,3090,1001,-1
onyx,4735,1198,-1
oops,2283,862,1408
ooze,5327,1270,-1
oozy,7170,-1,-1
opacity,5223,-1,-1
opal,3960,1115,-1
open,71,68,62
operable,5798,-1,-1
operate,776,-1,-1
operating,483,-1,-1
operation,334,-1,282
operative,1960,-1,-1
operator,1037,-1,-1
opium,3091,1002,1803
opossum,6252,1331,-1
opponent,1224,-1,-1
oppose,1761,-1,-1
opposing,1545,-1,-1
opposite,623,404,498
oppressed,2767,-1,1653
oppressor,5526,-1,-1
opt,1858,772,1193
opulently,7485,1371,-1
osmosis,5352,1272,-1
other,3,3,3
otter,3391,1052,-1
ouch,2768,948,-1
ought,996,543,-1
ounce,2107,823,-1
outage,3736,-1,-1
outback,3922,-1,-1
outbid,5825,-1,2975
outboard,5163,-1,-1
outbound,4701,-1,2511
outbreak,1649,-1,1086
outburst,4135,-1,2260
outcast,4381,-1,2365
outclass,7069,-1,-1
outcome,997,-1,728
outdated,2485,-1,1511
outdoors,2345,-1,1442
outer,1144,-1,-1
outfield,4309,-1,2330
outfit,1191,-1,838
outflank,6622,-1,3311
outgoing,2682,-1,-1
outgrow,5740,-1,2932
outhouse,5826,-1,2976
outing,2962,-1,-1
outlast,5300,-1,-1
outlet,1627,-1,1075
outline,1811,-1,-1
outlook,1489,-1,1004
outlying,4453,-1,-1
outmatch,7436,-1,-1
outmost,7375,-1,3600
outnumber,4776,-1,-1
outplayed,5328,-1,2763
outpost,3322,-1,-1
outpour,7376,-1,-1
output,875,503,647
outrage,1998,-1,-1
outrank,6928,-1,-1
outreach,2421,-1,-1
outright,2027,-1,1284
outscore,6858,-1,-1
outsell,6795,-1,3374
outshine,6164,-1,-1
outshoot,7293,-1,3573
outsider,2802,-1,1670
outskirts,2769,-1,1654
outsmart,5741,-1,2933
outsource,4976,-1,2622
outspoken,3465,-1,-1
outtakes,5858,-1,2995
outthink,7412,-1,-1
outward,2893,-1,-1
outweigh,3707,-1,-1
outwit,6225,-1,-1
oval,1674,729,-1
ovary,4904,-1,2598
oven,1522,-1,-1
overact,7402,-1,-1
overall,347,266,294
overarch,7690,-1,-1
overbid,7388,-1,-1
overbill,7691,-1,-1
overbite,6821,-1,-1
overblown,5254,-1,2730
overboard,3190,-1,-1
overbook,7413,-1,-1
overbuilt,7149,-1,3510
overcast,4519,-1,2426
overcoat,5431,-1,-1
overcome,1115,-1,791
overcook,6727,-1,-1
overcrowd,7304,-1,-1
overdraft,5224,-1,2717
overdrawn,6456,-1,-1
overdress,7414,-1,-1
overdrive,4031,-1,-1
overdue,2963,-1,1743
overeager,7085,-1,-1
overeater,7692,-1,-1
overexert,7433,-1,3612
overfed,6970,-1,-1
overfeed,7266,-1,-1
overfill,7180,-1,-1
overflow,3323,-1,-1
overfull,7365,-1,-1
overgrown,4261,-1,-1
overhand,6387,-1,-1
overhang,5353,-1,-1
overhaul,2683,-1,-1
overhead,1788,-1,1153
overhear,5799,-1,-1
overheat,5649,-1,-1
overhung,7229,-1,-1
overjoyed,4819,-1,2564
overkill,4777,-1,-1
overlabor,7693,-1,-1
overlaid,5392,-1,-1
overlap,2377,-1,1456
overlay,3804,-1,-1
overload,2964,-1,-1
overlook,2858,-1,1697
overlord,4628,-1,-1
overlying,5915,-1,-1
overnight,1250,-1,874
overpass,4844,-1,-1
overpay,6438,-1,3232
overplant,7694,-1,-1
overplay,6881,-1,-1
overpower,5192,-1,2709
overprice,7403,-1,3606
overrate,6989,-1,-1
overreach,5827,-1,2977
overreact,5278,-1,-1
override,3221,-1,-1
overripe,6867,-1,-1
overrule,5551,-1,-1
overrun,3428,-1,1951
overshoot,6132,-1,-1
overshot,6351,-1,-1
oversight,2028,-1,-1
oversized,3293,-1,1890
oversleep,7011,-1,-1
oversold,6253,-1,3165
overspend,6646,-1,-1
overstate,5742,-1,-1
overstay,6796,-1,-1
overstep,6413,-1,-1
overstock,6743,-1,-1
overstuff,7695,-1,3688
oversweet,7696,-1,-1
overtake,3616,-1,2038
overthrow,2621,-1,1581
overtime,1762,-1,-1
overtly,4099,-1,2242
overtone,6568,-1,-1
overture,4667,-1,-1
overturn,3881,-1,-1
overuse,4629,-1,-1
overvalue,6980,-1,-1
overview,1411,-1,963
overwrite,6314,-1,-1
owl,1929,787,1238
oxford,950,530,697
oxidant,6226,-1,-1
oxidation,3324,1043,1905
oxidize,6439,-1,-1
oxidizing,5940,-1,3025
oxygen,1145,591,808
oxymoron,5590,-1,2867
oyster,2831,963,-1
ozone,3222,1027,-1
paced,2770,-1,1655
pacemaker,4820,-1,-1
pacific,660,422,522
pacifier,5828,-1,-1
pacifism,5800,-1,-1
pacifist,4454,-1,-1
pacify,5552,-1,-1
padded,3882,-1,-1
padding,4032,-1,2212
paddle,2997,987,1763
paddling,4948,-1,-1
padlock,5711,-1,2918
pagan,2771,949,1656
pager,5859,-1,-1
paging,4874,-1,-1
pajamas,3587,1080,-1
palace,842,489,-1
palatable,4484,-1,-1
palm,1173,-1,-1
palpable,3994,-1,-1
palpitate,7496,-1,3636
paltry,5164,-1,-1
pampered,4845,-1,-1
pamperer,7697,-1,-1
pampers,6388,-1,-1
pamphlet,3559,1078,2012
panama,1961,-1,1252
pancake,3466,-1,1968
pancreas,4178,-1,2278
panda,2510,-1,1528
pandemic,2422,-1,-1
pang,4310,-1,2331
panhandle,5094,-1,2670
panic,1128,-1,801
panning,5459,-1,-1
panorama,3325,-1,-1
panoramic,3923,-1,2171
panther,2511,-1,-1
pantomime,4702,-1,-1
pantry,3850,-1,2147
pants,794,471,-1
pantyhose,5225,-1,-1
paparazzi,3924,-1,2172
papaya,5133,-1,2687
paper,235,197,197
paprika,4846,-1,2576
papyrus,5036,-1,2646
parabola,6389,-1,3220
parachute,2926,-1,1724
parade,1313,-1,-1
